Attrition,BusinessTravel,Department,Education,EducationField,EmployeeID,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,age_group
No,Travel_Rarely,Research & Development,4,Life Sciences,2138,1,Manager,64470,13,18,3,1,0,0,2,2,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,2139,1,Laboratory Technician,195020,18,23,3,21,15,17,4,4,4,4,3,35-45
No,Travel_Rarely,Research & Development,4,Medical,2140,1,Healthcare Representative,27250,21,18,4,16,5,12,3,2,3,2,4,35-45
Yes,Travel_Rarely,Research & Development,4,Life Sciences,2141,2,Laboratory Technician,62720,19,10,3,10,0,5,1,4,3,3,3,35-45
No,Travel_Frequently,Research & Development,3,Life Sciences,2142,2,Sales Representative,21270,14,2,3,2,2,2,4,4,3,3,3,25-35
No,Travel_Frequently,Sales,4,Medical,2143,2,Research Scientist,182000,17,8,3,7,7,7,2,3,3,3,3,45-55
No,Non-Travel,Research & Development,4,Other,2144,1,Research Scientist,20960,11,10,2,8,1,7,3,3,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,4,Technical Degree,2145,1,Sales Representative,28860,13,10,4,7,7,7,2,3,3,3,3,25-35
No,Travel_Rarely,Sales,4,Life Sciences,2146,2,Sales Representative,20330,15,5,5,3,1,2,4,1,2,3,3,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,2147,1,Research Scientist,36220,25,2,0,2,2,1,4,2,2,3,4,< 25
No,Travel_Rarely,Research & Development,4,Other,2148,1,Sales Executive,42330,11,10,5,10,0,8,3,4,4,3,3,25-35
No,Travel_Frequently,Research & Development,3,Medical,2149,3,Laboratory Technician,36810,17,22,2,0,0,0,3,2,3,3,3,35-45
No,Travel_Rarely,Sales,1,Marketing,2150,1,Laboratory Technician,54600,13,21,3,19,15,2,3,2,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Other,2151,2,Laboratory Technician,21870,18,2,1,2,2,2,1,3,3,1,3,> 65
Yes,Travel_Rarely,Research & Development,3,Technical Degree,2152,1,Sales Executive,96020,13,10,3,10,1,1,4,3,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,2,Life Sciences,2153,2,Laboratory Technician,28360,20,6,3,5,0,3,3,1,3,2,4,35-45
No,Travel_Rarely,Sales,1,Marketing,2154,4,Research Director,40890,18,10,2,9,6,7,1,4,3,4,3,25-35
No,Travel_Rarely,Sales,3,Marketing,2155,2,Sales Executive,166270,12,10,5,7,1,7,4,3,3,2,3,35-45
No,Travel_Rarely,Sales,3,Medical,2156,1,Research Scientist,26190,12,10,3,7,5,7,4,1,4,2,3,45-55
No,Non-Travel,Research & Development,3,Medical,2157,5,Sales Executive,56790,13,10,2,9,7,5,3,4,3,2,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,2158,5,Laboratory Technician,154020,21,25,3,3,1,2,4,1,3,2,4,45-55
Yes,Travel_Rarely,Sales,1,Other,2159,1,Laboratory Technician,59850,13,9,1,5,1,0,4,2,3,2,3,35-45
Yes,Travel_Rarely,Research & Development,2,Technical Degree,2160,3,Laboratory Technician,25790,19,10,1,8,7,7,2,2,2,3,3,45-55
No,Travel_Rarely,Research & Development,4,Medical,2161,1,Sales Executive,30410,11,9,2,9,0,8,2,1,3,2,3,25-35
No,Travel_Rarely,Research & Development,1,Medical,2162,2,Healthcare Representative,34470,14,9,5,8,1,7,1,3,3,3,3,35-45
No,Non-Travel,Research & Development,2,Medical,2163,1,Sales Executive,195130,12,10,1,10,9,6,4,3,2,2,3,25-35
No,Non-Travel,Sales,3,Life Sciences,2164,1,Research Director,27730,11,19,3,19,11,9,3,2,3,3,3,35-45
Yes,Travel_Frequently,Research & Development,1,Life Sciences,2165,1,Sales Executive,71040,14,3,3,3,2,2,4,2,4,3,3,25-35
Yes,Travel_Rarely,Sales,3,Life Sciences,2166,1,Laboratory Technician,63220,11,10,2,3,1,2,1,1,4,3,3,35-45
No,Non-Travel,Research & Development,3,Life Sciences,2167,2,Laboratory Technician,20830,12,21,3,20,2,10,3,3,2,2,3,35-45
No,Travel_Rarely,Sales,3,Technical Degree,2168,2,Manufacturing Director,83810,15,23,3,19,9,11,4,3,3,3,3,45-55
No,Travel_Rarely,Sales,2,Medical,2169,3,Manufacturing Director,26910,16,36,6,7,7,7,4,2,3,3,3,> 65
No,Non-Travel,Research & Development,1,Life Sciences,2170,1,Laboratory Technician,42860,15,6,6,4,0,0,3,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Technical Degree,2171,2,Research Director,26590,24,10,2,9,1,6,4,4,2,3,4,25-35
No,Travel_Rarely,Sales,3,Medical,2172,2,Sales Executive,94340,13,9,3,9,8,8,3,4,3,2,3,35-45
No,Travel_Frequently,Sales,4,Other,2173,2,Healthcare Representative,55610,11,10,2,9,1,7,3,1,3,2,3,35-45
No,Travel_Frequently,Sales,2,Technical Degree,2174,2,Manager,66460,13,9,2,9,1,1,3,3,3,2,3,25-35
No,Travel_Rarely,Sales,2,Life Sciences,2175,4,Manufacturing Director,77250,13,33,2,33,0,10,3,2,3,3,3,45-55
No,Travel_Rarely,Sales,4,Life Sciences,2176,1,Research Scientist,107250,18,11,5,7,1,7,2,1,3,2,3,35-45
No,Travel_Rarely,Sales,3,Life Sciences,2177,2,Research Scientist,88470,16,10,3,10,9,6,3,1,4,4,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,2178,4,Research Scientist,20450,19,7,3,3,1,2,4,4,2,3,3,< 25
Yes,Travel_Rarely,Sales,4,Technical Degree,2179,2,Sales Executive,10090,13,31,3,10,5,9,3,1,2,4,3,> 65
No,Travel_Rarely,Research & Development,4,Medical,2180,1,Research Scientist,33480,22,7,2,4,0,3,2,2,3,1,4,35-45
No,Travel_Frequently,Sales,2,Life Sciences,2181,1,Research Scientist,12810,11,17,2,15,6,13,1,1,2,3,3,35-45
No,Travel_Rarely,Research & Development,1,Life Sciences,2182,2,Research Scientist,28190,20,11,2,10,0,8,4,4,3,2,4,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,2183,2,Laboratory Technician,48510,18,5,2,1,0,0,3,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,1,Medical,2184,3,Manufacturing Director,40280,14,29,3,5,0,3,4,2,2,3,3,45-55
No,Non-Travel,Research & Development,4,Medical,2185,2,Sales Executive,27200,22,0,2,0,0,0,4,4,4,3,4,< 25
No,Travel_Rarely,Research & Development,4,Other,2186,2,Research Director,81200,13,10,2,9,0,0,4,4,3,2,3,25-35
No,Travel_Frequently,Research & Development,4,Medical,2187,1,Research Director,46470,17,8,3,6,0,0,4,4,3,4,3,25-35
Yes,Travel_Rarely,Research & Development,3,Technical Degree,2188,1,Human Resources,46800,14,24,0,19,3,8,1,3,2,4,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,2189,2,Laboratory Technician,32210,15,33,2,19,15,9,4,2,3,3,3,> 65
No,Non-Travel,Sales,2,Life Sciences,2190,2,Research Scientist,86210,17,5,1,5,0,0,1,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2191,2,Sales Executive,45770,11,15,3,12,11,8,2,3,3,2,3,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,2192,1,Research Scientist,45530,18,10,2,8,7,7,2,3,3,4,3,25-35
Yes,Travel_Frequently,Research & Development,2,Medical,2193,2,Manufacturing Director,53960,17,3,2,1,0,0,3,4,4,1,3,25-35
Yes,Travel_Frequently,Research & Development,2,Medical,2194,1,Manufacturing Director,67960,13,5,2,4,3,2,4,3,2,3,3,25-35
No,Travel_Frequently,Research & Development,3,Medical,2195,2,Sales Representative,76250,15,4,2,4,0,3,4,3,3,2,3,35-45
No,Travel_Rarely,Research & Development,4,Other,2196,2,Laboratory Technician,74120,24,14,4,14,4,11,3,4,4,3,4,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2197,2,Healthcare Representative,111590,12,5,2,5,0,4,3,1,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,2,Life Sciences,2198,2,Sales Executive,49600,15,10,3,10,6,7,4,3,2,2,3,25-35
No,Travel_Rarely,Research & Development,4,Technical Degree,2199,2,Healthcare Representative,104750,11,8,3,5,1,4,1,4,4,3,3,35-45
No,Travel_Frequently,Research & Development,3,Medical,2200,2,Sales Executive,148140,11,14,2,4,3,2,2,2,3,2,3,45-55
No,Travel_Frequently,Research & Development,3,Life Sciences,2201,4,Sales Executive,191410,12,12,2,6,3,3,4,4,2,3,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,2202,1,Healthcare Representative,54050,15,8,3,6,1,3,3,3,3,4,3,35-45
No,Travel_Frequently,Research & Development,3,Medical,2203,1,Sales Executive,87930,17,8,2,5,1,2,2,4,4,3,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,2204,5,Research Director,191890,12,4,3,3,1,2,3,2,2,3,3,25-35
No,Non-Travel,Research & Development,2,Life Sciences,2205,2,Sales Executive,38750,15,13,3,6,0,5,3,3,3,3,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,2206,1,Sales Executive,22160,13,6,2,3,1,2,1,3,2,2,3,< 25
No,Travel_Frequently,Research & Development,1,Life Sciences,2207,2,Sales Executive,117130,14,24,2,5,0,2,4,3,2,3,3,45-55
No,Travel_Rarely,Research & Development,2,Medical,2208,1,Laboratory Technician,78610,14,20,1,20,1,8,1,3,1,3,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,2209,1,Human Resources,37080,16,6,2,6,4,4,4,4,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,5,Life Sciences,2210,1,Research Scientist,137700,18,8,3,8,7,7,4,3,3,4,3,25-35
No,Travel_Rarely,Research & Development,2,Other,2211,3,Laboratory Technician,53040,20,5,2,4,1,1,1,4,3,3,4,25-35
No,Travel_Rarely,Sales,3,Marketing,2212,3,Research Scientist,26420,13,21,3,20,0,9,3,1,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,2213,1,Healthcare Representative,27590,18,12,6,5,0,4,3,1,1,3,3,45-55
No,Travel_Rarely,Research & Development,5,Life Sciences,2214,2,Manager,68040,13,8,1,3,0,2,1,3,3,3,3,35-45
No,Travel_Frequently,Research & Development,4,Medical,2215,2,Research Director,61420,15,10,2,2,2,2,3,4,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,2216,2,Sales Executive,25000,14,7,2,3,0,2,1,4,2,1,3,< 25
No,Travel_Rarely,Research & Development,4,Life Sciences,2217,1,Research Scientist,63890,22,8,2,7,0,7,3,1,3,2,4,25-35
No,Travel_Rarely,Sales,3,Life Sciences,2218,1,Laboratory Technician,111030,12,10,5,10,0,9,2,1,2,2,3,25-35
Yes,Travel_Frequently,Sales,5,Medical,2219,2,Healthcare Representative,23420,18,20,2,4,1,3,1,1,3,3,3,45-55
Yes,Travel_Frequently,Sales,2,Marketing,2220,2,Laboratory Technician,68110,15,9,2,8,7,7,3,4,3,3,3,25-35
No,Travel_Rarely,Sales,3,Medical,2221,2,Manager,22970,18,29,2,20,12,7,4,4,2,2,3,45-55
No,Travel_Rarely,Sales,3,Life Sciences,2222,2,Laboratory Technician,24500,12,32,2,9,1,5,4,1,3,3,3,> 65
No,Travel_Rarely,Research & Development,3,Life Sciences,2223,3,Research Scientist,50930,16,31,3,7,0,0,2,4,4,3,3,45-55
No,Travel_Rarely,Research & Development,3,Medical,2224,2,Sales Executive,53090,13,15,5,5,0,1,1,2,3,3,3,35-45
Yes,Travel_Frequently,Sales,3,Life Sciences,2225,2,Manager,30570,19,1,3,1,0,0,2,3,3,3,3,25-35
No,Travel_Rarely,Sales,3,Life Sciences,2226,3,Sales Executive,51210,13,8,4,3,0,2,4,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,2227,1,Laboratory Technician,168560,12,9,3,3,1,0,1,2,3,3,3,25-35
No,Travel_Frequently,Sales,1,Marketing,2228,5,Manager,26860,11,10,3,4,1,3,4,1,3,4,3,25-35
Yes,Travel_Rarely,Sales,3,Technical Degree,2229,1,Research Scientist,61800,14,1,2,1,0,0,1,2,4,1,3,25-35
No,Travel_Rarely,Human Resources,4,Medical,2230,4,Sales Executive,66320,16,6,3,5,1,4,2,1,4,3,3,25-35
No,Travel_Rarely,Sales,3,Marketing,2231,2,Research Scientist,35050,12,10,2,10,1,8,1,4,2,2,3,35-45
No,Travel_Rarely,Research & Development,3,Other,2232,3,Research Director,63970,14,11,3,3,0,2,3,1,2,3,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,2233,2,Sales Executive,62740,14,17,0,6,1,2,1,4,2,3,3,45-55
Yes,Travel_Rarely,Sales,4,Life Sciences,2234,2,Research Scientist,198590,19,6,3,3,2,2,1,1,3,2,3,< 25
No,Non-Travel,Sales,4,Medical,2235,1,Healthcare Representative,75870,22,7,5,6,1,3,3,3,1,3,4,35-45
No,Travel_Rarely,Research & Development,4,Other,2236,2,Sales Representative,42580,16,5,2,3,1,0,1,1,4,3,3,> 65
No,Travel_Rarely,Research & Development,2,Medical,2237,2,Laboratory Technician,43640,11,26,3,20,5,6,1,3,4,3,3,45-55
No,Travel_Rarely,Research & Development,1,Other,2238,1,Manufacturing Director,43350,15,5,5,5,0,3,4,3,3,3,3,< 25
No,Travel_Rarely,Sales,3,Marketing,2239,1,Research Scientist,53260,14,7,2,4,0,3,4,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,2,Medical,2240,1,Sales Executive,32800,13,7,3,5,0,2,4,2,2,3,3,25-35
No,Travel_Rarely,Research & Development,3,Medical,2241,3,Sales Executive,54850,17,7,2,4,0,3,2,3,2,3,3,35-45
No,Non-Travel,Sales,2,Life Sciences,2242,1,Sales Executive,43420,11,11,6,8,0,7,3,3,4,2,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,2243,2,Human Resources,27820,19,13,5,13,9,9,1,4,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,1,Medical,2244,1,Manufacturing Director,59800,11,28,2,7,4,3,1,4,4,3,3,45-55
Yes,Non-Travel,Research & Development,4,Medical,2245,2,Manufacturing Director,43810,15,11,1,1,0,0,1,1,4,2,3,35-45
Yes,Travel_Frequently,Sales,3,Medical,2246,2,Sales Executive,25720,13,10,3,10,4,7,3,2,3,3,3,25-35
No,Travel_Rarely,Sales,2,Marketing,2247,1,Sales Executive,38330,14,24,1,7,0,7,2,1,3,3,3,35-45
No,Travel_Rarely,Research & Development,4,Life Sciences,2248,3,Human Resources,42440,13,8,3,3,0,2,4,2,3,3,3,25-35
Yes,Travel_Frequently,Research & Development,4,Life Sciences,2249,1,Laboratory Technician,65000,23,7,5,2,2,2,2,4,1,3,4,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,2250,1,Research Scientist,184300,12,10,5,3,1,2,2,4,4,3,3,35-45
No,Travel_Rarely,Research & Development,3,Technical Degree,2251,2,Research Scientist,16010,12,15,3,2,2,2,3,1,3,3,3,45-55
Yes,Travel_Rarely,Research & Development,4,Medical,2252,2,Research Scientist,26940,16,2,3,2,2,2,1,3,3,3,3,25-35
No,Non-Travel,Research & Development,4,Other,2253,1,Sales Executive,31490,15,16,1,9,4,8,4,2,3,2,3,35-45
No,Travel_Rarely,Research & Development,2,Technical Degree,2254,1,Research Scientist,176390,13,6,0,5,1,3,4,1,3,3,3,25-35
No,Non-Travel,Research & Development,3,Life Sciences,2255,1,Laboratory Technician,23190,18,7,4,5,0,3,3,3,3,2,3,35-45
No,Travel_Rarely,Research & Development,4,Technical Degree,2256,2,Manager,116910,20,35,2,9,8,8,4,2,2,3,4,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,2257,3,Laboratory Technician,53240,19,20,2,3,1,2,1,3,2,1,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,2258,3,Laboratory Technician,167520,18,8,3,3,1,2,3,3,4,3,3,35-45
No,Travel_Rarely,Research & Development,1,Other,2259,3,Research Scientist,52280,13,6,2,5,1,3,4,2,2,4,3,35-45
No,Travel_Frequently,Human Resources,3,Medical,2260,2,Sales Executive,27000,14,5,2,4,0,3,4,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,2261,1,Sales Representative,192460,15,15,5,13,3,12,4,1,3,3,3,25-35
No,Travel_Rarely,Sales,2,Technical Degree,2262,1,Laboratory Technician,25060,22,4,3,2,2,2,4,3,2,3,4,25-35
No,Travel_Frequently,Research & Development,4,Medical,2263,1,Sales Executive,60620,22,12,2,12,5,8,1,4,3,3,4,35-45
No,Travel_Frequently,Research & Development,3,Life Sciences,2264,5,Manufacturing Director,43820,16,11,2,1,0,0,1,3,2,3,3,35-45
No,Non-Travel,Research & Development,3,Life Sciences,2265,1,Manufacturing Director,21430,17,1,2,1,0,0,3,3,2,3,3,25-35
No,Travel_Rarely,Sales,1,Life Sciences,2266,3,Research Scientist,61620,14,13,5,12,2,8,2,3,2,2,3,> 65
No,Travel_Rarely,Research & Development,3,Technical Degree,2267,2,Sales Executive,50940,15,29,5,8,0,7,3,2,3,3,3,45-55
No,Travel_Frequently,Research & Development,4,Medical,2268,2,Sales Representative,68770,20,16,3,14,6,9,2,1,2,3,4,25-35
Yes,Travel_Frequently,Research & Development,3,Medical,2269,1,Research Scientist,22740,20,5,5,3,1,2,1,3,4,3,4,25-35
Yes,Travel_Frequently,Research & Development,3,Medical,2270,5,Research Scientist,44340,17,7,1,5,0,0,1,2,1,3,3,25-35
Yes,Travel_Rarely,Research & Development,1,Medical,2271,1,Research Scientist,62880,15,16,2,15,10,10,1,2,4,3,3,25-35
No,Travel_Rarely,Sales,4,Other,2272,4,Healthcare Representative,25530,14,1,4,1,0,0,4,3,3,2,3,25-35
Yes,Travel_Frequently,Sales,3,Life Sciences,2273,2,Research Scientist,76540,17,4,3,0,0,0,2,1,2,2,3,< 25
No,Non-Travel,Research & Development,3,Life Sciences,2274,2,Manager,51600,17,1,3,1,0,0,4,2,3,1,3,< 25
No,Travel_Frequently,Research & Development,2,Medical,2275,2,Research Scientist,171590,22,16,1,2,2,2,2,3,2,2,4,35-45
No,Travel_Rarely,Sales,2,Life Sciences,2276,1,Sales Executive,128080,13,10,6,10,0,4,3,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,2,Life Sciences,2277,3,Sales Executive,102210,19,6,2,5,1,3,3,3,4,3,3,25-35
No,Travel_Rarely,Sales,3,Marketing,2278,2,Research Scientist,47790,14,4,6,3,1,2,4,3,3,3,3,45-55
No,Travel_Rarely,Research & Development,2,Life Sciences,2279,2,Research Scientist,37370,22,8,2,5,0,2,1,2,3,3,4,25-35
No,Travel_Rarely,Research & Development,4,Medical,2280,2,Sales Representative,23660,17,11,5,5,1,2,3,3,2,2,3,45-55
Yes,Travel_Frequently,Sales,3,Marketing,2281,2,Laboratory Technician,17060,12,8,3,0,0,0,3,1,2,3,3,25-35
No,Travel_Rarely,Sales,4,Marketing,2282,1,Laboratory Technician,163070,16,1,3,1,0,0,1,3,1,2,3,25-35
No,Travel_Frequently,Research & Development,3,Life Sciences,2283,2,Sales Executive,59330,11,5,3,4,1,3,3,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,2284,1,Research Scientist,34240,11,10,3,3,1,2,3,1,3,3,3,45-55
No,Travel_Frequently,Research & Development,1,Medical,2285,1,Research Scientist,40370,14,4,2,3,0,2,4,2,3,1,3,25-35
No,Travel_Rarely,Research & Development,1,Technical Degree,2286,2,Laboratory Technician,25590,11,8,3,8,1,7,3,2,2,2,3,25-35
No,Travel_Rarely,Research & Development,4,Life Sciences,2287,1,Sales Executive,62010,15,14,2,0,0,0,4,3,3,2,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2288,3,Laboratory Technician,44030,20,10,3,5,0,0,3,4,4,2,4,25-35
No,Travel_Frequently,Sales,3,Life Sciences,2289,4,Research Scientist,37610,12,26,3,14,1,12,2,4,3,2,3,45-55
Yes,Travel_Rarely,Research & Development,3,Life Sciences,2290,2,Research Scientist,109340,17,11,2,9,0,7,1,1,1,3,3,25-35
No,Travel_Rarely,Sales,1,Marketing,2291,1,Sales Representative,107610,11,24,5,20,14,17,4,1,4,2,3,35-45
No,Travel_Rarely,Sales,1,Technical Degree,2292,2,Laboratory Technician,51750,17,9,2,2,2,2,2,2,3,4,3,35-45
No,Travel_Rarely,Research & Development,2,Life Sciences,2293,3,Manufacturing Director,138260,11,23,1,13,5,1,3,2,4,2,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,2294,2,Research Scientist,63340,14,11,2,11,3,3,4,2,1,4,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,2295,2,Manager,49360,19,5,2,4,1,2,1,3,3,2,3,< 25
Yes,Travel_Rarely,Research & Development,3,Medical,2296,2,Research Director,47750,15,15,3,5,1,0,4,1,1,4,3,35-45
No,Travel_Rarely,Human Resources,3,Human Resources,2297,2,Manufacturing Director,28180,13,10,2,10,8,6,4,3,3,3,3,25-35
Yes,Travel_Frequently,Research & Development,3,Life Sciences,2298,2,Healthcare Representative,25150,14,7,3,7,7,7,4,3,1,2,3,25-35
No,Travel_Frequently,Research & Development,3,Medical,2299,1,Manager,23420,12,32,2,32,13,9,3,4,3,2,3,45-55
No,Travel_Rarely,Sales,5,Marketing,2300,1,Research Scientist,41940,17,12,3,11,5,7,2,3,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2301,1,Manufacturing Director,106850,11,4,2,1,0,0,3,2,3,3,3,35-45
No,Travel_Rarely,Research & Development,2,Medical,2302,1,Research Scientist,20220,12,10,1,10,3,7,1,4,3,3,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,2303,1,Manager,23140,13,9,5,7,0,7,3,1,3,4,3,25-35
No,Travel_Rarely,Research & Development,1,Life Sciences,2304,1,Research Scientist,42560,13,5,1,5,0,2,4,2,3,3,3,25-35
No,Travel_Rarely,Sales,3,Life Sciences,2305,3,Laboratory Technician,35800,20,8,1,5,0,3,4,4,3,2,4,35-45
No,Travel_Frequently,Human Resources,4,Technical Degree,2306,2,Manufacturing Director,31620,17,24,1,20,13,9,4,4,1,3,3,35-45
No,Travel_Rarely,Sales,1,Life Sciences,2307,1,Manufacturing Director,65240,13,9,2,8,7,1,1,1,4,4,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,2308,2,Manufacturing Director,28990,17,15,3,15,5,7,2,3,3,2,3,25-35
No,Travel_Rarely,Sales,5,Life Sciences,2309,1,Manufacturing Director,52310,12,21,4,21,7,7,3,4,3,3,3,35-45
No,Travel_Rarely,Sales,2,Marketing,2310,1,Manufacturing Director,23560,13,2,5,1,0,0,3,1,3,3,3,< 25
No,Non-Travel,Research & Development,3,Medical,2311,1,Research Scientist,28000,12,8,0,2,2,2,4,4,3,2,3,35-45
No,Travel_Rarely,Research & Development,3,Medical,2312,3,Laboratory Technician,118360,22,10,2,10,7,7,1,2,3,4,4,35-45
No,Travel_Rarely,Research & Development,1,Life Sciences,2313,1,Healthcare Representative,109030,11,6,3,5,4,2,2,3,3,4,3,25-35
No,Travel_Rarely,Research & Development,4,Medical,2314,1,Sales Executive,29730,22,12,0,7,2,5,4,2,3,4,4,25-35
No,Travel_Rarely,Sales,3,Marketing,2315,4,Research Scientist,142750,18,7,5,3,1,2,3,4,2,2,3,35-45
No,Travel_Rarely,Research & Development,4,Medical,2316,1,Laboratory Technician,55620,13,18,2,8,7,7,3,3,3,3,3,45-55
No,Travel_Rarely,Research & Development,4,Life Sciences,2317,2,Healthcare Representative,45370,18,5,5,1,0,0,3,3,2,4,3,25-35
No,Travel_Rarely,Research & Development,1,Medical,2318,1,Healthcare Representative,76420,20,8,2,2,2,2,1,1,1,2,4,25-35
Yes,Travel_Rarely,Research & Development,3,Other,2319,3,Sales Executive,179240,13,10,2,10,6,7,2,1,3,3,3,25-35
No,Travel_Frequently,Sales,3,Marketing,2320,1,Manufacturing Director,52040,13,10,2,6,1,2,3,3,3,3,3,35-45
No,Travel_Rarely,Sales,2,Life Sciences,2321,1,Sales Executive,22770,12,3,2,3,1,2,4,1,3,3,3,25-35
No,Travel_Rarely,Research & Development,3,Technical Degree,2322,5,Research Director,27950,13,9,4,4,1,3,3,2,3,3,3,25-35
Yes,Travel_Rarely,Research & Development,3,Medical,2323,1,Research Scientist,25320,13,1,2,1,0,0,1,1,3,1,3,25-35
Yes,Travel_Rarely,Research & Development,3,Life Sciences,2324,2,Manager,25590,25,34,2,33,1,9,3,4,3,3,4,45-55
Yes,Travel_Rarely,Research & Development,3,Medical,2325,3,Sales Executive,49080,19,7,3,5,1,4,3,2,3,2,3,35-45
No,Non-Travel,Research & Development,4,Life Sciences,2326,5,Research Scientist,23800,13,9,5,6,1,2,4,1,2,3,3,25-35
No,Travel_Rarely,Research & Development,5,Life Sciences,2327,1,Sales Executive,47650,12,10,4,8,7,6,3,1,2,3,3,45-55
No,Travel_Rarely,Research & Development,3,Life Sciences,2328,2,Sales Executive,20440,11,1,2,1,0,0,1,4,1,3,3,25-35
No,Travel_Rarely,Research & Development,1,Medical,2329,1,Laboratory Technician,26930,18,36,6,36,2,13,3,4,3,2,3,45-55
No,Travel_Rarely,Research & Development,2,Life Sciences,2330,2,Research Scientist,65860,18,9,3,2,2,1,2,4,2,3,3,25-35
No,Travel_Rarely,Research & Development,3,Life Sciences,2331,1,Research Director,32940,11,1,6,1,0,0,1,4,3,3,3,25-35
No,Travel_Rarely,Sales,2,Marketing,2332,1,Sales Executive,41710,23,10,4,9,7,7,3,2,3,4,4,35-45
No,Travel_Rarely,Research & Development,3,Life Sciences,2333,1,Manufacturing Director,27780,13,8,5,3,1,2,2,2,4,2,3,35-45
No,Travel_Rarely,Human Resources,3,Human Resources,2334,1,Research Scientist,23770,13,15,3,1,0,0,2,3,3,3,3,35-45
